id	commune_name_ascii	commune_name	daira_code	daira_name_ascii	daira_name	wilaya_code	wilaya_name_ascii	wilaya_name
324	Dechmia	الدشمية	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
325	Dirah	ديرة	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
331	El-Hakimia	الحاكمية	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
341	Maamora	المعمورة	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
346	Ridane	ريدان	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
349	Sour El Ghozlane	سور الغزلان	1038	Sour El Ghozlane	سور الغزلان	10	Bouira	البويرة
355	Ain Amguel	عين امقل	1101	Tamanrasset	تمنراست	11	Tamanrasset	تمنراست
361	Tamanrasset	تمنراست	1101	Tamanrasset	تمنراست	11	Tamanrasset	تمنراست
354	Abelsa	ابلسة	1102	Silet	سيلت	11	Tamanrasset	تمنراست
359	Idles	أدلس	1106	Tazrouk	تاظروك	11	Tamanrasset	تمنراست
362	Tazrouk	تاظروك	1106	Tazrouk	تاظروك	11	Tamanrasset	تمنراست
390	Tebessa	تبسة	1201	Tebessa	تبسة	12	Tébessa	تبسة
369	Bir-El-Ater	بئر العاتر	1202	Bir El Ater	بئر العاتر	12	Tébessa	تبسة
378	El Ogla El Malha	العقلة المالحة	1202	Bir El Ater	بئر العاتر	12	Tébessa	تبسة
372	Cheria	الشريعة	1203	Cheria	الشريعة	12	Tébessa	تبسة
391	Telidjen	ثليجان	1203	Cheria	الشريعة	12	Tébessa	تبسة
370	Boukhadra	بوخضرة	1205	El Aouinet	العوينات	12	Tébessa	تبسة
379	El-Aouinet	العوينات	1205	El Aouinet	العوينات	12	Tébessa	تبسة
381	Ferkane	فركان	1209	Negrine	نقرين	12	Tébessa	تبسة
385	Negrine	نقرين	1209	Negrine	نقرين	12	Tébessa	تبسة
368	Bir Mokkadem	بئر مقدم	1210	Bir Mokadem	بئر مقدم	12	Tébessa	تبسة
382	Guorriguer	قريقر	1210	Bir Mokadem	بئر مقدم	12	Tébessa	تبسة
383	Hammamet	الحمامات	1210	Bir Mokadem	بئر مقدم	12	Tébessa	تبسة
366	Bekkaria	بكارية	1211	El Kouif	الكويف	12	Tébessa	تبسة
371	Boulhaf Dyr	بولحاف الدير	1211	El Kouif	الكويف	12	Tébessa	تبسة
373	El Kouif	الكويف	1211	El Kouif	الكويف	12	Tébessa	تبسة
367	Bir Dheheb	بئر الذهب	1212	Morsott	مرسط	12	Tébessa	تبسة
384	Morsott	مرسط	1212	Morsott	مرسط	12	Tébessa	تبسة
365	Bedjene	بجن	1213	El Ogla	العقلة	12	Tébessa	تبسة
376	El Mezeraa	المزرعة	1213	El Ogla	العقلة	12	Tébessa	تبسة
377	El Ogla	العقلة	1213	El Ogla	العقلة	12	Tébessa	تبسة
389	Stah Guentis	سطح قنطيس	1213	El Ogla	العقلة	12	Tébessa	تبسة
364	Ain Zerga	عين الزرقاء	1219	Ouenza	الونزة	12	Tébessa	تبسة
375	El Meridj	المريج	1219	Ouenza	الونزة	12	Tébessa	تبسة
386	Ouenza	الونزة	1219	Ouenza	الونزة	12	Tébessa	تبسة
374	El Malabiod	الماء الابيض	1220	El Malabiod	الماء الابيض	12	Tébessa	تبسة
380	El-Houidjbet	الحويجبات	1220	El Malabiod	الماء الابيض	12	Tébessa	تبسة
387	Oum Ali	أم علي	1221	Oum Ali	أم علي	12	Tébessa	تبسة
388	Saf Saf El Ouesra	صفصاف الوسرى	1221	Oum Ali	أم علي	12	Tébessa	تبسة
443	Tlemcen	تلمسان	1301	Tlemcen	تلمسان	13	Tlemcen	تلمسان
396	Ain Nehala	عين النحالة	1303	Ain Tellout	عين تالوت	13	Tlemcen	تلمسان
397	Ain Tellout	عين تالوت	1303	Ain Tellout	عين تالوت	13	Tlemcen	تلمسان
398	Ain Youcef	عين يوسف	1304	Remchi	الرمشي	13	Tlemcen	تلمسان
405	Beni Ouarsous	بني وارسوس	1304	Remchi	الرمشي	13	Tlemcen	تلمسان
416	El Fehoul	الفحول	1304	Remchi	الرمشي	13	Tlemcen	تلمسان
431	Remchi	الرمشي	1304	Remchi	الرمشي	13	Tlemcen	تلمسان
433	Sebbaa Chioukh	سبعة شيوخ	1304	Remchi	الرمشي	13	Tlemcen	تلمسان
409	Bouhlou	بوحلو	1306	Sabra	صبرة	13	Tlemcen	تلمسان
432	Sabra	صبرة	1306	Sabra	صبرة	13	Tlemcen	تلمسان
412	Dar Yaghmoracen	دار يغمراسن	1307	Ghazaouet	الغزوات	13	Tlemcen	تلمسان
419	Ghazaouet	الغزوات	1307	Ghazaouet	الغزوات	13	Tlemcen	تلمسان
438	Souahlia	السواحلية	1307	Ghazaouet	الغزوات	13	Tlemcen	تلمسان
442	Tianet	تيانت	1307	Ghazaouet	الغزوات	13	Tlemcen	تلمسان
406	Beni Smiel	بني صميل	1313	Ouled Mimoun	أولاد ميمون	13	Tlemcen	تلمسان
428	Oued Lakhdar	وادي الخضر	1313	Ouled Mimoun	أولاد ميمون	13	Tlemcen	تلمسان
429	Ouled Mimoun	أولاد ميمون	1313	Ouled Mimoun	أولاد ميمون	13	Tlemcen	تلمسان
401	Beni Bahdel	بني بهدل	1317	Beni Snous	بني سنوس	13	Tlemcen	تلمسان
407	Beni Snous	بني سنوس	1317	Beni Snous	بني سنوس	13	Tlemcen	تلمسان
415	Azail	العزايل	1317	Beni Snous	بني سنوس	13	Tlemcen	تلمسان
400	Bab El Assa	باب العسة	1318	Bab El Assa	باب العسة	13	Tlemcen	تلمسان
439	Souani	السواني	1318	Bab El Assa	باب العسة	13	Tlemcen	تلمسان
440	Souk Tleta	سوق الثلاثاء	1318	Bab El Assa	باب العسة	13	Tlemcen	تلمسان
392	Ain Fetah	عين فتاح	1320	Fellaoucene	فلاوسن	13	Tlemcen	تلمسان
395	Ain Kebira	عين الكبيرة	1320	Fellaoucene	فلاوسن	13	Tlemcen	تلمسان
418	Fellaoucene	فلاوسن	1320	Fellaoucene	فلاوسن	13	Tlemcen	تلمسان
408	Bensekrane	بن سكران	1324	Bensekrane	بن سكران	13	Tlemcen	تلمسان
435	Sidi Abdelli	سيدي العبدلي	1324	Bensekrane	بن سكران	13	Tlemcen	تلمسان
421	Hennaya	الحناية	1326	Hennaya	الحناية	13	Tlemcen	تلمسان
430	Ouled Riyah	أولاد رياح	1326	Hennaya	الحناية	13	Tlemcen	تلمسان
444	Zenata	زناتة	1326	Hennaya	الحناية	13	Tlemcen	تلمسان
420	Hammam Boughrara	حمام بوغرارة	1327	Maghnia	مغنية	13	Tlemcen	تلمسان
423	Maghnia	مغنية	1327	Maghnia	مغنية	13	Tlemcen	تلمسان
414	El Aricha	العريشة	1335	Sebdou	سبدو	13	Tlemcen	تلمسان
417	El Gor	القور	1335	Sebdou	سبدو	13	Tlemcen	تلمسان
434	Sebdou	سبدو	1335	Sebdou	سبدو	13	Tlemcen	تلمسان
402	Beni Boussaid	بني بوسعيد	1338	Beni Boussaid	بني بوسعيد	13	Tlemcen	تلمسان
436	Sidi Medjahed	سيدي مجاهد	1338	Beni Boussaid	بني بوسعيد	13	Tlemcen	تلمسان
425	Marsa Ben M'hidi	مرسى بن مهيدي	1339	Marsa Ben Mehdi	مرسى بن مهيدي	13	Tlemcen	تلمسان
426	M'sirda Fouaga	مسيردة الفواقة	1339	Marsa Ben Mehdi	مرسى بن مهيدي	13	Tlemcen	تلمسان
413	Djebala	جبالة	1340	Nedroma	ندرومة	13	Tlemcen	تلمسان
427	Nedroma	ندرومة	1340	Nedroma	ندرومة	13	Tlemcen	تلمسان
410	Bouihi	البويهي	1341	Sidi Djillali	سيدي الجيلالي	13	Tlemcen	تلمسان
436	Sidi Djillali	سيدي الجيلالي	1341	Sidi Djillali	سيدي الجيلالي	13	Tlemcen	تلمسان
403	Beni Khellad	بني خلاد	1344	Honnaine	هنين	13	Tlemcen	تلمسان
422	Honnaine	هنين	1344	Honnaine	هنين	13	Tlemcen	تلمسان
393	Ain Fezza	عين فزة	1350	Chetouane	شتوان	13	Tlemcen	تلمسان
399	Amieur	عمير	1350	Chetouane	شتوان	13	Tlemcen	تلمسان
411	Chetouane	شتوان	1350	Chetouane	شتوان	13	Tlemcen	تلمسان
394	Ain Ghoraba	عين غرابة	1351	Mansourah	منصورة	13	Tlemcen	تلمسان
404	Beni Mester	بني مستر	1351	Mansourah	منصورة	13	Tlemcen	تلمسان
424	Mansourah	منصورة	1351	Mansourah	منصورة	13	Tlemcen	تلمسان
441	Terny Beni Hediel	تيرني بني هديل	1351	Mansourah	منصورة	13	Tlemcen	تلمسان
483	Tiaret	تيارت	1401	Tiaret	تيارت	14	Tiaret	تيارت
464	Medroussa	مدروسة	1402	Medroussa	مدروسة	14	Tiaret	تيارت
466	Mellakou	ملاكو	1402	Medroussa	مدروسة	14	Tiaret	تيارت
478	Sidi Bakhti	سيدي بختي	1402	Medroussa	مدروسة	14	Tiaret	تيارت
446	Ain Deheb	عين الذهب	1406	Ain Deheb	عين الذهب	14	Tiaret	تيارت
451	Chehaima	شحيمة	1406	Ain Deheb	عين الذهب	14	Tiaret	تيارت
468	Naima	النعيمة	1406	Ain Deheb	عين الذهب	14	Tiaret	تيارت
445	Ain Bouchekif	عين بوشقيف	1413	Dahmouni	دحموني	14	Tiaret	تيارت
452	Dahmouni	دحموني	1413	Dahmouni	دحموني	14	Tiaret	تيارت
457	Guertoufa	قرطوفة	1414	Rahouia	رحوية	14	Tiaret	تيارت
470	Rahouia	الرحوية	1414	Rahouia	رحوية	14	Tiaret	تيارت
447	Ain Dzarit	عين دزاريت	1415	Mahdia	مهدية	14	Tiaret	تيارت
461	Mahdia	مهدية	1415	Mahdia	مهدية	14	Tiaret	تيارت
467	Nadorah	الناظورة	1415	Mahdia	مهدية	14	Tiaret	تيارت
472	Sebaine	السبعين	1415	Mahdia	مهدية	14	Tiaret	تيارت
455	Faidja	الفايجة	1416	Sougueur	السوقر	14	Tiaret	تيارت
475	Si Abdelghani	سي عبد الغني	1416	Sougueur	السوقر	14	Tiaret	تيارت
480	Sougueur	السوقر	1416	Sougueur	السوقر	14	Tiaret	تيارت
485	Tousnina	توسنينة	1416	Sougueur	السوقر	14	Tiaret	تيارت
465	Meghila	مغيلة	1421	Meghila	مغيلة	14	Tiaret	تيارت
473	Sebt	السبت	1421	Meghila	مغيلة	14	Tiaret	تيارت
479	Sidi Hosni	سيدي حسني	1421	Meghila	مغيلة	14	Tiaret	تيارت
448	Ain El Hadid	عين الحديد	1427	Frenda	فرندة	14	Tiaret	تيارت
456	Frenda	فرندة	1427	Frenda	فرندة	14	Tiaret	تيارت
482	Takhemaret	تخمرت	1427	Frenda	فرندة	14	Tiaret	تيارت
449	Ain Kermes	عين كرمس	1428	Ain Kermes	عين كرمس	14	Tiaret	تيارت
453	Djebilet Rosfa	جبيلات الرصفاء	1428	Ain Kermes	عين كرمس	14	Tiaret	تيارت
460	Madna	مادنة	1428	Ain Kermes	عين كرمس	14	Tiaret	تيارت
463	Medrissa	مدريسة	1428	Ain Kermes	عين كرمس	14	Tiaret	تيارت
476	Sidi Abderrahmane	سيدي عبد الرحمن	1428	Ain Kermes	عين كرمس	14	Tiaret	تيارت
459	Ksar Chellala	قصر الشلالة	1429	Ksar Chellala	قصر الشلالة	14	Tiaret	تيارت
474	Serghine	سرغين	1429	Ksar Chellala	قصر الشلالة	14	Tiaret	تيارت
486	Zmalet El Emir Abdelkade	زمالة  الأمير عبد القادر	1429	Ksar Chellala	قصر الشلالة	14	Tiaret	تيارت
469	Oued Lilli	وادي ليلي	1433	Oued Lili	وادي ليلي	14	Tiaret	تيارت
477	Sidi Ali Mellal	سيدي علي ملال	1433	Oued Lili	وادي ليلي	14	Tiaret	تيارت
484	Tidda	تيدة	1433	Oued Lili	وادي ليلي	14	Tiaret	تيارت
454	Djillali Ben Amar	جيلالي بن عمار	1434	Mechraa Sfa	مشرع الصفا	14	Tiaret	تيارت
462	Mechraa Safa	مشرع الصفا	1434	Mechraa Sfa	مشرع الصفا	14	Tiaret	تيارت
481	Tagdempt	تاقدمت	1434	Mechraa Sfa	مشرع الصفا	14	Tiaret	تيارت
450	Bougara	بوقرة	1435	Hamadia	حمادية	14	Tiaret	تيارت
458	Hamadia	حمادية	1435	Hamadia	حمادية	14	Tiaret	تيارت
471	Rechaiga	الرشايقة	1435	Hamadia	حمادية	14	Tiaret	تيارت
549	Tizi-Ouzou	تيزي وزو	1501	Tizi Ouzou	تيزي وزو	15	Tizi Ouzou	تيزي وزو
487	Abi-Youcef	أبي يوسف	1502	Ain El Hammam	عين الحمام	15	Tizi Ouzou	تيزي وزو
490	Ain-El-Hammam	عين الحمام	1502	Ain El Hammam	عين الحمام	15	Tizi Ouzou	تيزي وزو
502	Ait-Yahia	أيت يحيى	1502	Ain El Hammam	عين الحمام	15	Tizi Ouzou	تيزي وزو
503	Akbil	اقبيل	1502	Ain El Hammam	عين الحمام	15	Tizi Ouzou	تيزي وزو
514	Boudjima	بوجيمة	1509	Makouda	ماكودة	15	Tizi Ouzou	تيزي وزو
532	Makouda	ماكودة	1509	Makouda	ماكودة	15	Tizi Ouzou	تيزي وزو
491	Ain-Zaouia	عين الزاوية	1510	Draa El Mizan	ذراع الميزان	15	Tizi Ouzou	تيزي وزو
496	Ait Yahia Moussa	أيت يحي موسى	1510	Draa El Mizan	ذراع الميزان	15	Tizi Ouzou	تيزي وزو
518	Draa-El-Mizan	ذراع الميزان	1510	Draa El Mizan	ذراع الميزان	15	Tizi Ouzou	تيزي وزو
520	Frikat	فريقات	1510	Draa El Mizan	ذراع الميزان	15	Tizi Ouzou	تيزي وزو
536	M'kira	مكيرة	1511	Tizi-Ghenif	تيزي غنيف	15	Tizi Ouzou	تيزي وزو
548	Tizi-Gheniff	تيزي غنيف	1511	Tizi-Ghenif	تيزي غنيف	15	Tizi Ouzou	تيزي وزو
523	Iferhounene	إفــرحــونان	1517	Iferhounene	إفرحونان	15	Tizi Ouzou	تيزي وزو
526	Illilten	إيلـيــلتـن	1517	Iferhounene	إفرحونان	15	Tizi Ouzou	تيزي وزو
528	Imsouhal	إمســوحال	1517	Iferhounene	إفرحونان	15	Tizi Ouzou	تيزي وزو
506	Azazga	عزازقة	1518	Azazga	عزازقة	15	Tizi Ouzou	تيزي وزو
519	Freha	فريحة	1518	Azazga	عزازقة	15	Tizi Ouzou	تيزي وزو
524	Ifigha	إيفيغاء	1518	Azazga	عزازقة	15	Tizi Ouzou	تيزي وزو
551	Yakourene	إعــكورن	1518	Azazga	عزازقة	15	Tizi Ouzou	تيزي وزو
553	Zekri	زكري	1518	Azazga	عزازقة	15	Tizi Ouzou	تيزي وزو
492	Ait Aggouacha	أيت عقـواشة	1521	Larbaa Nath Iraten	الأربعاء ناث إيراثن	15	Tizi Ouzou	تيزي وزو
529	Irdjen	إيرجـــن	1521	Larbaa Nath Iraten	الأربعاء ناث إيراثن	15	Tizi Ouzou	تيزي وزو
530	Larbaa Nath Irathen	الأربعــاء ناث إيراثن	1521	Larbaa Nath Iraten	الأربعاء ناث إيراثن	15	Tizi Ouzou	تيزي وزو
500	Ait-Oumalou	أيت  أومالو	1522	Tizi Rached	تيزي راشد	15	Tizi Ouzou	تيزي وزو
550	Tizi-Rached	تيزي راشد	1522	Tizi Rached	تيزي راشد	15	Tizi Ouzou	تيزي وزو
497	Ait-Aissa-Mimoun	أيت عيسى ميمون	1524	Ouaguenoun	واقنون	15	Tizi Ouzou	تيزي وزو
539	Ouaguenoun	واقنون	1524	Ouaguenoun	واقنون	15	Tizi Ouzou	تيزي وزو
545	Timizart	تيمـيزار	1524	Ouaguenoun	واقنون	15	Tizi Ouzou	تيزي وزو
531	Maatkas	معـــاتقة	1529	Maatkas	معاتقة	15	Tizi Ouzou	تيزي وزو
542	Souk-El-Tenine	سوق الإثنين	1529	Maatkas	معاتقة	15	Tizi Ouzou	تيزي وزو
499	Ait-Mahmoud	أيت محمود	1532	Beni Douala	بني دوالة	15	Tizi Ouzou	تيزي وزو
508	Beni Zmenzer	بنــــي زمنزار	1532	Beni Douala	بني دوالة	15	Tizi Ouzou	تيزي وزو
509	Beni-Aissi	بني عيسي	1532	Beni Douala	بني دوالة	15	Tizi Ouzou	تيزي وزو
510	Beni-Douala	بني دوالة	1532	Beni Douala	بني دوالة	15	Tizi Ouzou	تيزي وزو
512	Beni-Zikki	بني زيكــي	1534	Bouzeguene	بوزقن	15	Tizi Ouzou	تيزي وزو
516	Bouzeguene	بوزقــن	1534	Bouzeguene	بوزقن	15	Tizi Ouzou	تيزي وزو
522	Idjeur	إيجــار	1534	Bouzeguene	بوزقن	15	Tizi Ouzou	تيزي وزو
527	Illoula Oumalou	إيلولة أومـــالو	1534	Bouzeguene	بوزقن	15	Tizi Ouzou	تيزي وزو
489	Agouni-Gueghrane	أقني قغران	1536	Ouadhias	واضية	15	Tizi Ouzou	تيزي وزو
493	Ait Bouaddou	أيت بــوادو	1536	Ouadhias	واضية	15	Tizi Ouzou	تيزي وزو
538	Ouadhias	واضية	1536	Ouadhias	واضية	15	Tizi Ouzou	تيزي وزو
547	Tizi N'tleta	تيزي نثلاثة	1536	Ouadhias	واضية	15	Tizi Ouzou	تيزي وزو
488	Aghribs	أغريب	1537	Azeffoun	أزفون	15	Tizi Ouzou	تيزي وزو
498	Ait-Chafaa	أيت شافع	1537	Azeffoun	أزفون	15	Tizi Ouzou	تيزي وزو
504	Akerrou	أقرو	1537	Azeffoun	أزفون	15	Tizi Ouzou	تيزي وزو
507	Azeffoun	أزفون	1537	Azeffoun	أزفون	15	Tizi Ouzou	تيزي وزو
525	Iflissen	إفليـــسن	1538	Tigzirt	تيقزيرت	15	Tizi Ouzou	تيزي وزو
535	Mizrana	ميزرانـــة	1538	Tigzirt	تيقزيرت	15	Tizi Ouzou	تيزي وزو
544	Tigzirt	تيقـزيرت	1538	Tigzirt	تيقزيرت	15	Tizi Ouzou	تيزي وزو
505	Assi-Youcef	أسي يوسف	1540	Boghni	بوغني	15	Tizi Ouzou	تيزي وزو
513	Boghni	بوغني	1540	Boghni	بوغني	15	Tizi Ouzou	تيزي وزو
515	Bounouh	بونوح	1540	Boghni	بوغني	15	Tizi Ouzou	تيزي وزو
533	Mechtras	مشطراس	1540	Boghni	بوغني	15	Tizi Ouzou	تيزي وزو
517	Draa-Ben-Khedda	ذراع بن خدة	1547	Draa Ben Khedda	ذراع بن خدة	15	Tizi Ouzou	تيزي وزو
540	Sidi Namane	سيدي نعمان	1547	Draa Ben Khedda	ذراع بن خدة	15	Tizi Ouzou	تيزي وزو
543	Tadmait	تادمايت	1547	Draa Ben Khedda	ذراع بن خدة	15	Tizi Ouzou	تيزي وزو
546	Tirmitine	تيرمتين	1547	Draa Ben Khedda	ذراع بن خدة	15	Tizi Ouzou	تيزي وزو
494	Ait Boumahdi	أيت بومهدي	1548	Ouacif	واسيف	15	Tizi Ouzou	تيزي وزو
501	Ait-Toudert	أيت تودرت	1548	Ouacif	واسيف	15	Tizi Ouzou	تيزي وزو
537	Ouacif	واسيف	1548	Ouacif	واسيف	15	Tizi Ouzou	تيزي وزو
495	Ait Khellili	أيت خليلي	1550	Mekla	مقلع	15	Tizi Ouzou	تيزي وزو
534	Mekla	مقــلع	1550	Mekla	مقلع	15	Tizi Ouzou	تيزي وزو
541	Souama	صوامـــع	1550	Mekla	مقلع	15	Tizi Ouzou	تيزي وزو
511	Beni-Yenni	بني يني	1552	Benni Yenni	بني يني	15	Tizi Ouzou	تيزي وزو
521	Iboudrarene	إبودرارن	1552	Benni Yenni	بني يني	15	Tizi Ouzou	تيزي وزو
552	Yatafene	يطــافن	1552	Benni Yenni	بني يني	15	Tizi Ouzou	تيزي وزو
556	Alger Centre	الجزائر الوسطى	1602	Sidi M'hamed	سيدي امحمد	16	Alger	الجزائر
582	El Madania	المدنية	1602	Sidi M'hamed	سيدي امحمد	16	Alger	الجزائر
585	El Mouradia	المرادية	1602	Sidi M'hamed	سيدي امحمد	16	Alger	الجزائر
605	Sidi M'hamed	سيدي امحمد	1602	Sidi M'hamed	سيدي امحمد	16	Alger	الجزائر
557	Bab El Oued	باب الوادي	1605	Bab El Oued	باب الوادي	16	Alger	الجزائر
567	Bologhine Ibnou Ziri	بولوغين بن زيري	1605	Bab El Oued	باب الوادي	16	Alger	الجزائر
572	Casbah	القصبة	1605	Bab El Oued	باب الوادي	16	Alger	الجزائر
596	Oued Koriche	وادي قريش	1605	Bab El Oued	باب الوادي	16	Alger	الجزائر
601	Rais Hamidou	الرايس حميدو	1605	Bab El Oued	باب الوادي	16	Alger	الجزائر
564	Bir Mourad Rais	بئر مراد رايس	1609	Bir Mourad Rais	بئر مراد رايس	16	Alger	الجزائر
565	Birkhadem	بئر خادم	1609	Bir Mourad Rais	بئر مراد رايس	16	Alger	الجزائر
576	Djasr Kasentina	جسر قسنطينة	1609	Bir Mourad Rais	بئر مراد رايس	16	Alger	الجزائر
589	Hydra	حيدرة	1609	Bir Mourad Rais	بئر مراد رايس	16	Alger	الجزائر
604	Sehaoula	السحاولة	1609	Bir Mourad Rais	بئر مراد رايس	16	Alger	الجزائر
562	Ben Aknoun	ابن عكنون	1611	Bouzareah	بوزريعة	16	Alger	الجزائر
563	Beni Messous	بني مسوس	1611	Bouzareah	بوزريعة	16	Alger	الجزائر
571	Bouzareah	بوزريعة	1611	Bouzareah	بوزريعة	16	Alger	الجزائر
580	El Biar	الابيار	1611	Bouzareah	بوزريعة	16	Alger	الجزائر
560	Bachedjerah	باش جراح	1613	El Harrach	الحراش	16	Alger	الجزائر
570	Bourouba	بوروبة	1613	El Harrach	الحراش	16	Alger	الجزائر
581	El Harrach	الحراش	1613	El Harrach	الحراش	16	Alger	الجزائر
597	Oued Smar	وادي السمار	1613	El Harrach	الحراش	16	Alger	الجزائر
561	Baraki	براقي	1614	Baraki	براقي	16	Alger	الجزائر
592	Les Eucalyptus	الكاليتوس	1614	Baraki	براقي	16	Alger	الجزائر
606	Sidi Moussa	سيدي موسى	1614	Baraki	براقي	16	Alger	الجزائر
583	El Magharia	المغارية	1617	Hussein Dey	حسين داي	16	Alger	الجزائر
588	Hussein Dey	حسين داي	1617	Hussein Dey	حسين داي	16	Alger	الجزائر
591	Kouba	القبة	1617	Hussein Dey	حسين داي	16	Alger	الجزائر
594	Mohamed Belouzdad	محمد بلوزداد	1617	Hussein Dey	حسين داي	16	Alger	الجزائر
555	Ain Taya	عين طاية	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
558	Bab Ezzouar	باب الزوار	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
568	Bordj El Bahri	برج البحري	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
569	Bordj El Kiffan	برج الكيفان	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
574	Dar El Beida	الدار البيضاء	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
584	El Marsa	المرسى	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
595	Mohammadia	المحمدية	1620	Dar El Beida	الدار البيضاء	16	Alger	الجزائر
566	Bir Touta	بئر توتة	1636	Birtouta	بئر توتة	16	Alger	الجزائر
598	Ouled Chebel	اولاد شبل	1636	Birtouta	بئر توتة	16	Alger	الجزائر
609	Tessala El Merdja	تسالة المرجة	1636	Birtouta	بئر توتة	16	Alger	الجزائر
587	Herraoua	هراوة	1638	Rouiba	الرويبة	16	Alger	الجزائر
602	Reghaia	رغاية	1638	Rouiba	الرويبة	16	Alger	الجزائر
603	Rouiba	الرويبة	1638	Rouiba	الرويبة	16	Alger	الجزائر
593	Maalma	المعالمة	1644	Zeralda	زرالدة	16	Alger	الجزائر
600	Rahmania	الرحمانية	1644	Zeralda	زرالدة	16	Alger	الجزائر
607	Souidania	سويدانية	1644	Zeralda	زرالدة	16	Alger	الجزائر
608	Staoueli	سطاوالي	1644	Zeralda	زرالدة	16	Alger	الجزائر
610	Zeralda	زرالدة	1644	Zeralda	زرالدة	16	Alger	الجزائر
559	Baba Hassen	بابا حسن	1649	Draria	الدرارية	16	Alger	الجزائر
577	Douira	الدويرة	1649	Draria	الدرارية	16	Alger	الجزائر
578	Draria	الدرارية	1649	Draria	الدرارية	16	Alger	الجزائر
579	El Achour	العاشور	1649	Draria	الدرارية	16	Alger	الجزائر
590	Khraissia	الخرايسية	1649	Draria	الدرارية	16	Alger	الجزائر
554	Ain Benian	عين بنيان	1652	Cheraga	الشراقة	16	Alger	الجزائر
573	Cheraga	الشراقة	1652	Cheraga	الشراقة	16	Alger	الجزائر
575	Dely Ibrahim	دالي ابراهيم	1652	Cheraga	الشراقة	16	Alger	الجزائر
586	Hammamet	الحمامات	1652	Cheraga	الشراقة	16	Alger	الجزائر
599	Ouled Fayet	اولاد فايت	1652	Cheraga	الشراقة	16	Alger	الجزائر
624	Djelfa	الجلفة	1701	Djelfa	الجلفة	17	Djelfa	الجلفة
614	Ain Maabed	عين معبد	1704	Hassi Bahbah	حاسي بحبح	17	Djelfa	الجلفة
633	Hassi Bahbah	حاسي بحبح	1704	Hassi Bahbah	حاسي بحبح	17	Djelfa	الجلفة
634	Hassi El Euch	حاسي العش	1704	Hassi Bahbah	حاسي بحبح	17	Djelfa	الجلفة
645	Zaafrane	زعفران	1704	Hassi Bahbah	حاسي بحبح	17	Djelfa	الجلفة
616	Amourah	عمورة	1707	Faidh El Botma	فيض البطمة	17	Djelfa	الجلفة
629	Faidh El Botma	فيض البطمة	1707	Faidh El Botma	فيض البطمة	17	Djelfa	الجلفة
639	Oum Laadham	أم العظام	1707	Faidh El Botma	فيض البطمة	17	Djelfa	الجلفة
618	Birine	بيرين	1708	Birine	بيرين	17	Djelfa	الجلفة
617	Benhar	بنهار	1708	Birine	بيرين	17	Djelfa	الجلفة
611	Ain El Ibel	عين الإبل	1730	Ain El Ibel	عين الإبل	17	Djelfa	الجلفة
638	Moudjebara	مجبارة	1730	Ain El Ibel	عين الإبل	17	Djelfa	الجلفة
644	Taadmit	تعظميت	1730	Ain El Ibel	عين الإبل	17	Djelfa	الجلفة
646	Zaccar	زكار	1730	Ain El Ibel	عين الإبل	17	Djelfa	الجلفة
615	Ain Oussera	عين وسارة	1731	Ain Oussera	عين وسارة	17	Djelfa	الجلفة
630	Guernini	قرنيني	1731	Ain Oussera	عين وسارة	17	Djelfa	الجلفة
662	Jijel	جيجل	1801	Jijel	جيجل	18	Jijel	جيجل
656	El Aouana	العوانة	1803	El Aouana	العوانة	18	Jijel	جيجل
668	Selma Benziada	سلمى بن زيادة	1803	El Aouana	العوانة	18	Jijel	جيجل
660	Erraguene Souissi	أراقن سويسي	1804	Ziamah Mansouriah	زيامة منصورية	18	Jijel	جيجل
674	Ziama Mansouriah	زيامة منصورية	1804	Ziamah Mansouriah	زيامة منصورية	18	Jijel	جيجل
650	Boussif Ouled Askeur	بوسيف أولاد عسكر	1805	Taher	الطاهير	18	Jijel	جيجل
651	Chahna	الشحنة	1805	Taher	الطاهير	18	Jijel	جيجل
659	Emir Abdelkader	الامير عبد القادر	1805	Taher	الطاهير	18	Jijel	جيجل
665	Oudjana	وجانة	1805	Taher	الطاهير	18	Jijel	جيجل
672	Taher	الطاهير	1805	Taher	الطاهير	18	Jijel	جيجل
647	Bordj T'har	برج الطهر	1807	Chekfa	الشقفة	18	Jijel	جيجل
652	Chekfa	الشقفة	1807	Chekfa	الشقفة	18	Jijel	جيجل
657	El Kennar Nouchfi	القنار نشفي	1807	Chekfa	الشقفة	18	Jijel	جيجل
670	Sidi Abdelaziz	سيدي عبد العزيز	1807	Chekfa	الشقفة	18	Jijel	جيجل
658	El Milia	الميلية	1809	El Milia	الميلية	18	Jijel	جيجل
